price,address,property_type,bedrooms,bathrooms,size_square_meters,latitude,longitude,borough,Price_per_square_meter
825000.0,"Highfield Avenue, Pinner, Middlesex, HA5",Detached,3.0,2.0,130.0,51.5851292,-0.3766254,Harrow,6346.153846153846
800000.0,"Stanmore, Middlesex, HA7",Detached,5.0,1.0,137.0,51.6188526,-0.3026271,Harrow,5839.41605839416
776950.0,"Heath Lodge, Marsh Road, Pinner",Apartment,2.0,2.0,78.0,51.59118235,-0.3810510494638333,Harrow,9960.897435897436
775000.0,"South Close, Pinner, HA5",Detached,6.0,4.0,322.0,51.6042147,-0.3858918,Harrow,2406.832298136646
1100000.0,"Waxwell Close, Pinner",Semi-Detached,4.0,2.0,149.0,51.5993815,-0.3853644,Harrow,7382.550335570469
750000.0,"Courtfield Avenue, Harrow, HA1",House,3.0,1.0,127.0,51.5842799,-0.3287959,Harrow,5905.511811023622
750000.0,"Edgware, Middlesex, HA8",End of Terrace,4.0,2.0,169.0,51.5960416,-0.2413129,Harrow,4437.869822485207
735000.0,"Ashbourne Avenue, Harrow",Semi-Detached,4.0,3.0,148.0,51.568387,-0.3449571,Harrow,4966.216216216216
725000.0,"Romney Drive, Harrow",Semi-Detached,4.0,1.0,112.0,51.5785718,-0.3641491,Harrow,6473.214285714285
725000.0,"Pinner View, Harrow",Semi-Detached,3.0,1.0,131.0,51.5848478,-0.3512689,Harrow,5534.351145038168
700000.0,"The Ridgeway, North Harrow, Harrow, HA2",Semi-Detached,3.0,1.0,105.0,51.5790483,-0.3094493,Harrow,6666.666666666667
700000.0,"Stanmore, Middlesex, HA7",Semi-Detached,3.0,2.0,123.0,51.6188526,-0.3026271,Harrow,5691.056910569106
700000.0,"Hodgkins Mews, Stanmore, HA7",Town House,3.0,2.0,113.0,51.6162631,-0.3183609,Harrow,6194.690265486725
700000.0,"Stanmore, Middlesex, HA7",Semi-Detached,3.0,1.0,158.0,51.6188526,-0.3026271,Harrow,4430.379746835443
650000.0,"Brooke Avenue, South Harrow, Harrow, HA2",Semi-Detached,3.0,1.0,77.0,51.5646163,-0.3496649,Harrow,8441.558441558442
680000.0,"Roxeth Hill, Harrow",End of Terrace,3.0,2.0,119.0,51.5686524,-0.3432241,Harrow,5714.285714285715
675000.0,"Kenton Lane, Harrow Weald, Harrow, HA3",End of Terrace,3.0,1.0,118.0,51.60333155,-0.3248232954597287,Harrow,5720.338983050848
675000.0,"Harrow View, Harrow HA1 4TE",House,5.0,2.0,124.0,51.5858717,-0.3420431,Harrow,5443.548387096775
675000.0,"September Way, Stanmore, HA7",End of Terrace,3.0,2.0,129.0,51.6121479,-0.3129774,Harrow,5232.558139534884
675000.0,"Eastcote Road, Harrow, Middlesex, HA2",House of Multiple Occupation,6.0,2.0,137.0,51.5873604,-0.3853581,Harrow,4927.007299270073
675000.0,"Moelyn Mews, HA1, Harrow, HA1",House,5.0,3.0,113.0,51.585885,-0.324943,Harrow,5973.451327433629
630000.0,"Harley Crescent, Harrow, HA1",Semi-Detached,3.0,1.0,114.0,51.5903287,-0.342666,Harrow,5526.315789473684
650000.0,"Clifton Avenue, Harrow, Middlesex, HA7",Semi-Detached,3.0,1.0,103.0,51.6000905,-0.3126155,Harrow,6310.679611650486
650000.0,"Howard Road, Stanmore, HA7",Flat,3.0,2.0,98.0,51.605171,-0.2972709,Harrow,6632.65306122449
650000.0,"Brooke Avenue, South Harrow, Harrow, HA2",Semi-Detached,3.0,1.0,77.0,51.5646163,-0.3496649,Harrow,8441.558441558442
650000.0,"Stanmore, Middlesex, HA7",Semi-Detached,3.0,1.0,107.0,51.6188526,-0.3026271,Harrow,6074.7663551401865
650000.0,"Stanmore, Middlesex, HA7",Semi-Detached,3.0,1.0,124.0,51.6188526,-0.3026271,Harrow,5241.935483870968
525000.0,"Gayton Road, Harrow, HA1",Flat,2.0,1.0,75.0,51.5802351,-0.3282628,Harrow,7000.0
630000.0,"Harley Crescent, Harrow, HA1",Semi-Detached,3.0,1.0,114.0,51.5903287,-0.342666,Harrow,5526.315789473684
625000.0,"Lynn Close, Harrow, HA3",End of Terrace,4.0,2.0,101.0,51.5976468,-0.3451707,Harrow,6188.118811881188
625000.0,"Torrington Drive, Harrow",Semi-Detached,4.0,2.0,130.0,51.5618418,-0.3597003,Harrow,4807.692307692308
625000.0,"Cecil Road, HA3, Harrow, HA3",Terraced,5.0,2.0,117.0,51.5940004,-0.3374139,Harrow,5341.880341880342
625000.0,"Spencer Road, Harrow Weald",Semi-Detached,3.0,1.0,100.0,51.6000571,-0.3371967,Harrow,6250.0
625000.0,"Gayton Road, Harrow, HA1",Flat,3.0,2.0,89.0,51.5802351,-0.3282628,Harrow,7022.471910112359
600000.0,"Belsize Road, Harrow, HA3",Semi-Detached,3.0,1.0,80.0,51.6076614,-0.3462747,Harrow,7500.0
600000.0,"Eastcote Lane, South Harrow, HA2 8BP",Semi-Detached,4.0,1.0,109.0,51.5651013,-0.3611257,Harrow,5504.587155963302
600000.0,"Nelson Road, Stanmore, HA7",Semi-Detached,3.0,1.0,71.0,51.6142856,-0.3078031,Harrow,8450.704225352112
600000.0,"Little Orchard Close, Pinner, HA5",Flat,2.0,1.0,73.0,51.6017452,-0.3807138,Harrow,8219.17808219178
585000.0,"Radnor Avenue, Harrow, HA1",Flat,2.0,2.0,74.0,51.5868167,-0.3400509,Harrow,7905.405405405405
585000.0,"Sudbury Hill, Harrow on the Hill, Harrow, HA1",Flat,2.0,2.0,77.0,51.5659535,-0.3384399,Harrow,7597.402597402597
580000.0,"Grafton Road, Harrow",Terraced,3.0,1.0,113.0,51.5844934,-0.3485695,Harrow,5132.743362831859
579950.0,"Exeter Road, Harrow",Terraced,4.0,2.0,130.0,51.567066,-0.38079,Harrow,4461.153846153846
575000.0,"Wellington Road, Harrow, HA3",Terraced,3.0,2.0,88.0,51.5965639,-0.3373047,Harrow,6534.090909090909
575000.0,"Stanmore, Middlesex, HA7",Flat,3.0,2.0,83.0,51.6188526,-0.3026271,Harrow,6927.710843373494
575000.0,"Gayton Road, Harrow",Flat,3.0,2.0,98.0,51.5802351,-0.3282628,Harrow,5867.34693877551
570000.0,"Malvern Gardens, Greater London, HA3",Semi-Detached,3.0,1.0,91.0,51.5672913,-0.2077816,Harrow,6263.736263736264
560000.0,"Sudbury Hill, Harrow",Apartment,2.0,1.0,60.0,51.5568815,-0.3362525,Harrow,9333.333333333334
560000.0,"Howard Road, Stanmore, HA7",Flat,2.0,2.0,84.0,51.605171,-0.2972709,Harrow,6666.666666666667
550000.0,"Carlyon Avenue, Harrow",Semi-Detached,3.0,1.0,98.0,51.5589482,-0.3699471,Harrow,5612.244897959184
550000.0,"West Street, Harrow on the Hill, Harrow, HA1",Flat,2.0,2.0,85.0,51.5722498,-0.3381925,Harrow,6470.588235294118
550000.0,"Stanmore, Middlesex, HA7",Flat,2.0,2.0,78.0,51.6188526,-0.3026271,Harrow,7051.282051282052
550000.0,"Carlyon Avenue, Harrow, HA2",Semi-Detached,3.0,1.0,98.0,51.5589482,-0.3699471,Harrow,5612.244897959184
550000.0,"Edgware, Middlesex, HA8",Flat,2.0,2.0,77.0,51.5960416,-0.2413129,Harrow,7142.857142857143
550000.0,"Royal Court, Harrow, Stanmore, HA7",Flat,2.0,2.0,89.0,51.605918,-0.2949410835071976,Harrow,6179.775280898876
550000.0,"Royal Court, Stanmore, HA7",Flat,2.0,2.0,87.0,51.605918,-0.2949410835071976,Harrow,6321.83908045977
550000.0,"Athelstone Road, Harrow",End of Terrace,3.0,2.0,95.0,51.598454,-0.3429827,Harrow,5789.473684210527
1100000.0,"Lady Aylesford Avenue, Stanmore",Penthouse,3.0,3.0,150.0,51.6135522,-0.3164824,Harrow,7333.333333333333
535000.0,"Pinner View, Harrow, HA1",Flat,2.0,2.0,85.0,51.5848478,-0.3512689,Harrow,6294.117647058823
535000.0,"Albemarle Park, Stanmore HA7",Flat,3.0,1.0,84.0,51.6161761,-0.3078044,Harrow,6369.047619047619
530000.0,"Leamington Crescent, Rayners Lane, Harrow, HA2",Terraced,3.0,1.0,108.0,51.5629223,-0.3785428,Harrow,4907.407407407408
525000.0,"Pinner View, Harrow, HA1",Flat,2.0,2.0,119.0,51.5848478,-0.3512689,Harrow,4411.764705882353
525000.0,"Sudbury Hill, Harrow on the Hill, Harrow, HA1",Flat,2.0,1.0,73.0,51.5659535,-0.3384399,Harrow,7191.780821917808
525000.0,"Canning Road, Harrow, HA3",Terraced,3.0,2.0,83.0,51.5948575,-0.333479,Harrow,6325.301204819277
525000.0,"FULBECK WAY, Harrow, HA2",Terraced,2.0,1.0,64.0,51.5986044,-0.3537217,Harrow,8203.125
525000.0,"Heath Lodge, Marsh Road, Pinner",Flat,1.0,1.0,52.0,51.59118235,-0.3810510494638333,Harrow,10096.153846153846
525000.0,"Gayton Road, Harrow, HA1",Flat,2.0,1.0,75.0,51.5802351,-0.3282628,Harrow,7000.0
650000.0,"Brooke Avenue, South Harrow, Harrow, HA2",Semi-Detached,3.0,1.0,77.0,51.5646163,-0.3496649,Harrow,8441.558441558442
506000.0,Harrow,Apartment,2.0,2.0,65.0,51.59682715,-0.3373046180437286,Harrow,7784.615384615385
504500.0,"Heath Lodge, Marsh Road, Pinner",Apartment,1.0,1.0,50.0,51.59118235,-0.3810510494638333,Harrow,10090.0
500000.0,"Stanmore, Middlesex, HA7",Terraced,4.0,1.0,102.0,51.6188526,-0.3026271,Harrow,4901.9607843137255
500000.0,"Elm Park, Stanmore, HA7",Maisonette,2.0,1.0,76.0,51.6167703,-0.3126226,Harrow,6578.9473684210525
500000.0,"Elms Road, Harrow",Apartment,2.0,2.0,132.0,51.6092921,-0.3353533,Harrow,3787.878787878788
500000.0,"Byron Road, Wealdstone, Harrow, HA3",Terraced,3.0,1.0,79.0,51.5917998,-0.3299155,Harrow,6329.113924050633
500000.0,"The Garlands, Harrow on The Hill",Flat,2.0,2.0,82.0,51.57480345,-0.3335965841595493,Harrow,6097.5609756097565
500000.0,"Stanmore, Middlesex, HA7",Flat,2.0,1.0,66.0,51.6188526,-0.3026271,Harrow,7575.757575757576
600000.0,"Little Orchard Close, Pinner, HA5",Flat,2.0,1.0,73.0,51.6017452,-0.3807138,Harrow,8219.17808219178
485000.0,"Stafford Road, Harrow, HA3",Terraced,3.0,1.0,91.0,51.6069164,-0.3491173,Harrow,5329.67032967033
485000.0,"Lyon Road, Harrow, HA1",Flat,2.0,2.0,67.0,51.5805581,-0.332467,Harrow,7238.805970149254
480000.0,"Chenduit Way, Stanmore, HA7",Terraced,3.0,1.0,88.0,51.6165987,-0.3276817,Harrow,5454.545454545455
475000.0,"Stanmore, Middlesex, HA7",Flat,2.0,2.0,79.0,51.6188526,-0.3026271,Harrow,6012.658227848101
475000.0,"Queens Walk, Harrow, HA1",Flat,2.0,2.0,82.0,51.5907802,-0.3394919,Harrow,5792.682926829269
475000.0,"Long Elmes, Harrow Weald",Terraced,3.0,1.0,76.0,51.6039321,-0.3507525,Harrow,6250.0
475000.0,"Woodlands Road, Harrow, HA1",Maisonette,2.0,2.0,75.0,51.5860732,-0.330823,Harrow,6333.333333333333
475000.0,"Middle Road, Harrow on the Hill, Harrow, HA2",Flat,3.0,2.0,83.0,51.5704349,-0.3445932,Harrow,5722.891566265061
475000.0,"Ufford Road, Harrow",Semi-Detached,3.0,1.0,86.0,51.6082617,-0.3567736,Harrow,5523.2558139534885
475000.0,"Elm Park Court , Pinner",Ground Flat,3.0,1.0,84.0,51.5974118,-0.3916696,Harrow,5654.761904761905
450000.0,"Pinner Road, Harrow, HA1",Flat,2.0,2.0,68.0,51.5903075,-0.3637077,Harrow,6617.64705882353
450000.0,"Arthur Court, Stanmore, HA7",Flat,2.0,2.0,68.0,51.6062201,-0.2957048564932453,Harrow,6617.64705882353
450000.0,"Stanmore, Middlesex, HA7",Flat,2.0,2.0,67.0,51.6188526,-0.3026271,Harrow,6716.417910447762
450000.0,"Roxborough Avenue, Harrow, HA1",Flat,2.0,1.0,59.0,51.576983,-0.3414348,Harrow,7627.118644067797
435000.0,"Stanmore, Middlesex, HA7",Flat,2.0,1.0,73.0,51.6188526,-0.3026271,Harrow,5958.904109589041
425000.0,"Northolt Road, South Harrow, Harrow, HA2",Flat,2.0,2.0,70.0,51.5646517,-0.3522211,Harrow,6071.428571428572
425000.0,"Uxbridge Road, Pinner, HA5",Flat,2.0,2.0,68.0,51.6088695,-0.3693482,Harrow,6250.0
425000.0,"Stanmore, Middlesex, HA7",Maisonette,2.0,1.0,64.0,51.6188526,-0.3026271,Harrow,6640.625
425000.0,"Headstone Gardens, Harrow, HA2",Maisonette,2.0,1.0,50.0,51.5925288,-0.3466223,Harrow,8500.0
425000.0,"Cornwall Road, Hatch End, Pinner, HA5",Flat,2.0,1.0,62.0,51.6075612,-0.3733312,Harrow,6854.83870967742
425000.0,"College Road, Harrow, HA1",Flat,1.0,1.0,63.0,51.6045756,-0.3397921,Harrow,6746.0317460317465
415000.0,"Blenheim Road, Harrow",Flat,2.0,2.0,62.0,51.5827132,-0.3605795,Harrow,6693.548387096775
415000.0,"Stanmore, Middlesex, HA7",Maisonette,2.0,1.0,88.0,51.6188526,-0.3026271,Harrow,4715.909090909091
400000.0,"Stanmore, Middlesex, HA7",Flat,2.0,1.0,55.0,51.6188526,-0.3026271,Harrow,7272.727272727273
400000.0,"Stanmore, Harrow, HA7",Maisonette,2.0,1.0,62.0,51.6188526,-0.3026271,Harrow,6451.612903225807
400000.0,"Elmgrove Road, Harrow, HA1",Flat,2.0,1.0,59.0,51.5851024,-0.3320002,Harrow,6779.661016949152
400000.0,"Elm Park Road, Pinner, HA5",Flat,2.0,1.0,56.0,51.5965135,-0.3874736,Harrow,7142.857142857143
400000.0,"St Cuthberts Gardens, Hatch End, Pinner, HA5",Maisonette,2.0,1.0,76.0,51.6099575,-0.3700974,Harrow,5263.1578947368425
400000.0,"Dukes Court, Stanmore, HA7",Flat,2.0,1.0,70.0,51.6065833,-0.2952835797815735,Harrow,5714.285714285715
399950.0,"Herga Court, Sudbury Hill, Harrow",Apartment,2.0,1.0,69.0,51.5651803,-0.3371673,Harrow,5796.376811594203
399950.0,"Harrow, Middlesex, HA1",Flat,3.0,2.0,99.0,51.5846298,-0.3291715,Harrow,4039.89898989899
399000.0,"Cecil Park, Pinner",Apartment,2.0,1.0,48.0,51.5896441,-0.3755322,Harrow,8312.5
385000.0,"College Road, Harrow, HA1",Flat,1.0,1.0,50.0,51.6045756,-0.3397921,Harrow,7700.0
385000.0,"Northolt Road, South Harrow, Harrow, HA2",Flat,2.0,2.0,74.0,51.5646517,-0.3522211,Harrow,5202.702702702703
380000.0,"Salisbury Road, HA1, Harrow, HA1",Flat,3.0,1.0,71.0,51.4651456,-0.2973636,Harrow,5352.112676056338
380000.0,"College Road, Harrow, HA1",Flat,1.0,1.0,53.0,51.6045756,-0.3397921,Harrow,7169.811320754717
380000.0,"Grove Hill Road, Harrow on the Hill, Harrow, HA1",Flat,1.0,1.0,41.0,51.5776926,-0.3342233,Harrow,9268.292682926827
379000.0,"Station Road, Harrow, HA1",Flat,2.0,2.0,64.0,51.5807064,-0.3339621,Harrow,5921.875
375000.0,"Stanmore, Middlesex, HA7",Flat,3.0,1.0,139.0,51.6188526,-0.3026271,Harrow,2697.8417266187053
375000.0,"Stanmore, Middlesex, HA7",Maisonette,2.0,1.0,59.0,51.6188526,-0.3026271,Harrow,6355.932203389831
375000.0,"Marlborough Hill, Harrow, HA1",Flat,2.0,1.0,74.0,51.5908096,-0.334213,Harrow,5067.567567567568
375000.0,"Stanmore, Middlesex, HA7",Flat,2.0,2.0,71.0,51.6188526,-0.3026271,Harrow,5281.69014084507
375000.0,"Roxborough Avenue, Harrow, Greater London",Flat,1.0,1.0,41.0,51.576983,-0.3414348,Harrow,9146.341463414634
375000.0,"Edgware, Middlesex, HA8",Flat,2.0,2.0,91.0,51.5960416,-0.2413129,Harrow,4120.879120879121
375000.0,"Stanmore, Middlesex, HA7",Flat,2.0,1.0,77.0,51.6188526,-0.3026271,Harrow,4870.12987012987
2000000.0,"Elm Grove, Hornchurch, RM11",Detached,6.0,4.0,377.0,51.5738235,0.2259406,Havering,5305.039787798409
1400000.0,"The Fairway, Upminster",Detached,4.0,2.0,146.0,51.5649892,0.2572398,Havering,9589.04109589041
1350000.0,"Parkstone Avenue, Hornchurch",Detached,4.0,2.0,228.0,51.5701489,0.2289163,Havering,5921.052631578948
1250000.0,"Harrow Drive, Hornchurch, RM11",Detached,7.0,4.0,347.0,51.5681652,0.2062181,Havering,3602.3054755043227
900000.0,"Corbets Tey Road, Upminster, RM14",Semi-Detached,4.0,2.0,208.0,51.5517808,0.2472903,Havering,4326.923076923077
900000.0,"Corbets Tey Road, Upminster",Semi-Detached,4.0,2.0,159.0,51.5517808,0.2472903,Havering,5660.377358490566
825000.0,"Wykeham Avenue, Hornchurch, RM11",Detached,5.0,3.0,182.0,51.5715839,0.2175056,Havering,4532.9670329670325
800000.0,"Squirrels Heath Lane, Gidea Park",Detached,4.0,2.0,139.0,51.5825486,0.2146581,Havering,5755.395683453237
700000.0,"Osborne Road, Hornchurch, London, RM11",End of Terrace,4.0,2.0,177.0,51.5692353,0.214329,Havering,3954.8022598870057
675000.0,"Moray Way, Romford, RM1",Semi-Detached,5.0,1.0,210.0,51.5981299,0.1790595,Havering,3214.285714285714
575000.0,"Eldred Gardens, Upminster",Semi-Detached,4.0,2.0,114.0,51.5666655,0.2663919,Havering,5043.859649122807
575000.0,"Seabrook Gardens, Romford, RM7",End of Terrace,4.0,1.0,114.0,51.5677501,0.1539213,Havering,5043.859649122807
500000.0,"Maidstone Avenue, Collier Row, RM5",Semi-Detached,3.0,2.0,136.0,51.5916542,0.16626,Havering,3676.470588235294
475000.0,"Brockley Crescent, Romford, RM5",Semi-Detached,3.0,1.0,99.0,51.5982431,0.1676719,Havering,4797.979797979798
450000.0,"Upper Rainham Road, Hornchurch, Essex",Terraced,3.0,2.0,84.0,51.5459816,0.1888244,Havering,5357.142857142857
425000.0,"Gubbins Lane, Harold Wood, RM3",Apartment,2.0,2.0,65.0,51.5906503,0.2331217,Havering,6538.461538461538
335000.0,"Larch Place, Harold Wood, RM3",Apartment,2.0,2.0,77.0,51.5906854,0.2249234,Havering,4350.649350649351
400000.0,"Ascension Road, Romford RM5 3RT",Terraced,3.0,1.0,82.0,51.6024337,0.170337,Havering,4878.048780487805
2800000.0,"Eastbury Road, Northwood, Middlesex, HA6",Detached,7.0,4.0,443.0,51.6137636,-0.4231218,Hillingdon,6320.541760722348
1150000.0,"Deerings Drive, Eastcote Village, Pinner, HA5",Detached,3.0,2.0,118.0,51.5870713,-0.4071739,Hillingdon,9745.762711864409
1100000.0,"Shefton Rise, Northwood, Middlesex, HA6",Detached,4.0,2.0,155.0,51.6110072,-0.4066043,Hillingdon,7096.774193548387
1099950.0,"Swakeleys Drive, Uxbridge, Greater London, UB10",Semi-Detached,4.0,4.0,170.0,51.559858,-0.4580999,Hillingdon,6470.294117647059
1050000.0,"The Fairway, Ruislip",Detached,4.0,3.0,219.0,51.5607631,-0.3941116,Hillingdon,4794.520547945205
975000.0,"Tangmere Crescent, Uxbridge",House,5.0,4.0,206.0,51.5412343,-0.4689527,Hillingdon,4733.0097087378645
950000.0,"St Lawrence Drive, Eastcote, Pinner, HA5",House,3.0,1.0,112.0,51.5861264,-0.4007178,Hillingdon,8482.142857142857
925000.0,"Church Road, Northwood, Middlesex, HA6",Detached,4.0,2.0,135.0,51.6094721,-0.4147867,Hillingdon,6851.851851851852
915000.0,"Pembroke Road, Ruislip, HA4",Penthouse,3.0,2.0,152.0,51.5287033,-0.3592533,Hillingdon,6019.736842105263
875000.0,"Jacks Lane, Harefield",Town House,4.0,2.0,167.0,51.601713,-0.4939881,Hillingdon,5239.520958083833
800000.0,"Northwood Road, Harefield, Uxbridge, Middlesex, UB9",Detached,4.0,2.0,182.0,51.6072832,-0.4690809,Hillingdon,4395.604395604396
750000.0,"Long Drive, South Ruislip, Ruislip, HA4",Semi-Detached,3.0,2.0,156.0,51.5567088,-0.3983645,Hillingdon,4807.692307692308
735000.0,"North Way, Uxbridge",Semi-Detached,5.0,4.0,161.0,51.5484604,-0.4657802,Hillingdon,4565.217391304348
725000.0,"Hartland Drive, Ruislip, HA4",End of Terrace,4.0,2.0,117.0,51.5607479,-0.398901,Hillingdon,6196.581196581196
195000.0,"Auriol Drive, Hillingdon",Ground Flat,1.0,1.0,50.0,51.55152,-0.4505365,Hillingdon,3900.0
700000.0,"Knoll Crescent, Northwood, HA6",Terraced,4.0,2.0,130.0,51.6037084,-0.4196666,Hillingdon,5384.615384615385
695000.0,"Briarwood Drive, Northwood, Middlesex, HA6",Semi-Detached,3.0,1.0,110.0,51.6010636,-0.4073061,Hillingdon,6318.181818181818
675000.0,"Woodlands Avenue, Eastcote, Ruislip, HA4",Semi-Detached,3.0,1.0,108.0,51.5761118,-0.3948347,Hillingdon,6250.0
670000.0,"Herlwyn Avenue, Ruislip, HA4",Bungalow,2.0,1.0,100.0,51.5655775,-0.422783,Hillingdon,6700.0
650000.0,"North Road, West Drayton",Semi-Detached,4.0,1.0,137.0,51.5034725,-0.4615226,Hillingdon,4744.525547445255
610000.0,"Silverdale Gardens, Hayes UB3",Semi-Detached,3.0,2.0,118.0,51.50637255,-0.4119305126888706,Hillingdon,5169.4915254237285
600000.0,"Botwell Common Road, Hayes, UB3",Semi-Detached,4.0,2.0,122.0,51.5124474,-0.4259133,Hillingdon,4918.0327868852455
585000.0,"Churchill Avenue, Hillingdon",Terraced,4.0,2.0,128.0,51.5338075,-0.4507456,Hillingdon,4570.3125
565000.0,"Harefield Road, Uxbridge, Greater London, UB8",Semi-Detached,3.0,1.0,78.0,51.5544782,-0.4767094,Hillingdon,7243.589743589743
549995.0,"High Street, Northwood",Terraced,2.0,1.0,72.0,51.6069686,-0.4163632,Hillingdon,7638.819444444444
545000.0,"Whitby Road, Ruislip",Semi-Detached,3.0,1.0,86.0,51.5675916,-0.3968915,Hillingdon,6337.209302325581
420000.0,"Ruislip, Hillingdon, HA4",Flat,2.0,2.0,73.0,51.5714026,-0.4213375,Hillingdon,5753.424657534247
510000.0,"North Hyde Road, Hayes UB3",Semi-Detached,3.0,2.0,101.0,51.5025197,-0.4299279,Hillingdon,5049.504950495049
500000.0,"Chiltern View Road, Uxbridge",Terraced,2.0,1.0,95.0,51.5379887,-0.4816547,Hillingdon,5263.1578947368425
450000.0,"Tolcarne Drive, Pinner, HA5",Maisonette,2.0,1.0,80.0,51.59691875,-0.3997691305234566,Hillingdon,5625.0
440000.0,"Dell Road, West Drayton",End of Terrace,4.0,1.0,63.0,51.5005567,-0.4661693,Hillingdon,6984.126984126984
425000.0,"Hercies Road, Uxbridge",Apartment,2.0,2.0,86.0,51.5522262,-0.4495966,Hillingdon,4941.860465116279
420000.0,"Ruislip, Hillingdon, HA4",Flat,2.0,2.0,73.0,51.5714026,-0.4213375,Hillingdon,5753.424657534247
420000.0,"Reservoir Road, Ruislip, HA4",Flat,2.0,2.0,71.0,51.5914714,-0.4331064,Hillingdon,5915.492957746479
400000.0,"Dagnall Crescent, Uxbridge",Terraced,2.0,1.0,66.0,51.5259709,-0.48442,Hillingdon,6060.606060606061
400000.0,"Grangedale Close, Northwood, HA6",Flat,3.0,1.0,78.0,51.6072176,-0.4265992,Hillingdon,5128.205128205128
395000.0,"Waterloo Road, Uxbridge",Apartment,2.0,1.0,62.0,51.5393711,-0.4867073,Hillingdon,6370.967741935484
390000.0,"Northwood, Middlesex, HA6",Terraced,2.0,1.0,91.0,51.59445785,-0.4171326012716364,Hillingdon,4285.714285714285
385000.0,"Peerless Drive, Harefield",Terraced,2.0,1.0,53.0,51.5903727,-0.4855254,Hillingdon,7264.150943396226
1000000.0,"Prebend Mansions, London, W4",Flat,3.0,1.0,104.0,51.49292305,-0.2478556486497402,Hounslow,9615.384615384615
4000000.0,"Addison Grove, London, W4",Semi-Detached,6.0,3.0,328.0,51.4970481,-0.252541,Hounslow,12195.121951219511
3250000.0,"Grosvenor Road, London, W4",Semi-Detached,6.0,3.0,270.0,51.4860008,-0.1471627,Hounslow,12037.037037037036
2500000.0,"Sutton Lane North, London, W4",Semi-Detached,8.0,5.0,387.0,51.4917545,-0.2677254,Hounslow,6459.948320413437
2250000.0,"Netheravon Road, London, W4",Semi-Detached,4.0,3.0,212.0,51.5103776,-0.3346512,Hounslow,10613.207547169812
2150000.0,"St. Marys Grove, London, W4",Semi-Detached,5.0,3.0,238.0,51.4663727,-0.235297,Hounslow,9033.61344537815
2000000.0,"Milnthorpe Road, W4, Grove Park, London, W4",Detached,4.0,4.0,175.0,51.4868793,-0.2644307,Hounslow,11428.57142857143
2000000.0,"Wellesley Road, London, W4",Detached,6.0,3.0,252.0,51.3756242,-0.0976166,Hounslow,7936.507936507936
2000000.0,"Wellesley Road, London, W4",Detached,6.0,3.0,252.0,51.3756242,-0.0976166,Hounslow,7936.507936507936
1795000.0,"St. Marys Grove, London, W4",Terraced,5.0,3.0,187.0,51.4663727,-0.235297,Hounslow,9598.930481283422
1795000.0,"Ealing Road, London, TW8",Apartment,3.0,3.0,260.0,51.5425072,-0.3704821,Hounslow,6903.846153846154
1750000.0,"Oxford Road South, Chiswick, W4",Semi-Detached,5.0,3.0,273.0,51.4889904,-0.2795673,Hounslow,6410.25641025641
1750000.0,"Boston Gardens, Grove Park, London, W4",Detached,4.0,2.0,173.0,51.4857927,-0.2523709,Hounslow,10115.606936416185
1750000.0,"Oxford Road North, London, W4",Semi-Detached,4.0,3.0,214.0,51.4911825,-0.2781333,Hounslow,8177.570093457944
1750000.0,"Chiswick Staithe, Chiswick, W4",Terraced,4.0,2.0,186.0,51.47832425,-0.2728026956855024,Hounslow,9408.602150537634
1749900.0,"Egerton Drive, Isleworth, Middlesex, TW7",Town House,5.0,4.0,228.0,51.4667003,-0.3239021,Hounslow,7675.0
1700000.0,"Kew Bridge Road, Brentford, TW8",Apartment,3.0,3.0,167.0,51.4897224,-0.286338,Hounslow,10179.640718562874
3250000.0,"Grosvenor Road, London, W4",Semi-Detached,6.0,3.0,270.0,51.4860008,-0.1471627,Hounslow,12037.037037037036
1650000.0,"Strand on the Green, Chiswick, W4",Town House,3.0,3.0,144.0,51.4877242,-0.2866045,Hounslow,11458.333333333334
1650000.0,"Egerton Drive, Isleworth, Greater London, TW7",Terraced,6.0,5.0,225.0,51.4667003,-0.3239021,Hounslow,7333.333333333333
1595000.0,"Brackley Terrace, London, W4",Semi-Detached,3.0,3.0,200.0,51.491089,-0.2534953,Hounslow,7975.0
1500000.0,"Egerton Drive, London, TW7",Town House,6.0,4.0,224.0,51.4744926,-0.0176125,Hounslow,6696.428571428572
1400000.0,"Strand On The Green, Chiswick, W4",End of Terrace,2.0,1.0,120.0,51.4877242,-0.2866045,Hounslow,11666.666666666666
1400000.0,"London Road, Isleworth, TW7",House,5.0,3.0,233.0,51.4778595,-0.3258353,Hounslow,6008.583690987124
1300000.0,"Church Street, Isleworth",Detached,3.0,2.0,179.0,51.4706805,-0.3221258,Hounslow,7262.569832402235
1295000.0,"The Island, Townhouse",Town House,4.0,2.0,201.0,51.7965833,-0.0749893144514232,Hounslow,6442.786069651741
1250000.0,"Wolseley Gardens, London",Terraced,4.0,3.0,159.0,51.4878747,-0.2748313,Hounslow,7861.635220125786
1250000.0,"Lattimer Place, London, W4",Semi-Detached,4.0,2.0,157.0,51.483324,-0.2518083,Hounslow,7961.783439490446
1250000.0,"Grantham Road, Grove Park, Chiswick, W4",Terraced,4.0,3.0,157.0,51.4828539,-0.2557338,Hounslow,7961.783439490446
1200000.0,"Flanders Road, London, W4",Semi-Detached,3.0,1.0,105.0,51.5288607,0.0605908,Hounslow,11428.57142857143
